Job Posting ID,Job Posting Date,Job Title,Job Title Full,Job Title Additional Info,Job Position Type,Job Position Level,Years of Experience,Job Skills,Job Location,Minimum Pay,Maximum Pay,Pay Rate,Number of Applicants,Company Name,Company Industry,Company Size
2710922667,2019-10-13,Data Scientist,Exclusive Retained Search For Remote P&C Insurtech Actuary/Data Scientist Pr11825A,,Full-time,Mid-Senior level,2,"r, sas, python, tableau, sql, c",United States,,,,,Pryor Associates Executive Search,Insurance,1-10 employees
2686748781,2019-10-13,Software Engineer,Software Engineer,Remote friendly,Full-time,Entry level,1,"node.js, git, agile, programming, postgresql, sql, server, c","Orange County, CA",,,,,Imagine Communications,Broadcast Media,"1,001-5,000 employees"
2654254146,2019-10-14,Software Engineer,Senior Software Engineer,Dashboard,Full-time,Mid-Senior level,8,"node, docker, vue, redis, aws, postgres","Chicago, IL",,,,,Lob,Computer Software,51-200 employees
2689882727,2019-10-14,Data Engineer,Senior Data Engineer,Full-time,Contract,Mid-Senior level,8,"cloud, aws, azure","Austin, TX",,,,,Toptal,Internet,"1,001-5,000 employees"
2689505043,2019-10-14,Data Analyst,Data Analyst,,Full-time,Associate,1,sql,United States,,,,51,FEVO,Internet,51-200 employees
2696391989,2019-10-14,Software Engineer,Software Engineer,,Full-time,Entry level,1,"cloud, javascript, agile, python, docker, html5, frontend, dart, css, programming, c, backend, java, aws, go, kotlin",United States,,,,86,Workiva,Computer Software,"1,001-5,000 employees"
2697707036,2019-10-14,Machine Learning Engineer,"Machine Learning Engineer/ Mle, Risk Analytics. Us Remote Option",,Full-time,Entry level,1,"cloud, agile/scrum, python, hadoop, pytorch, r, programming, c, spark, aws, nlp, ml, tensorflow, ai, machine_learning, go, scala, coding","Philadelphia, PA",,,,,Guidewire Software,Computer Software,"1,001-5,000 employees"
2743446904,2019-10-14,Ux Researcher,Ux Researcher,,Contract,Mid-Senior level,3,excel,"Tacoma, WA",,,,,Toptal,Internet,"1,001-5,000 employees"
2681751444,2019-10-14,Business Analyst,Servicenow Business Analyst/Developer,,Contract,Mid-Senior level,5,"word, agile, powerpoint, microsoft, java, excel","Arvada, CO",,,,28,Aditi Consulting,Information Technology & Services,"501-1,000 employees"
2677276766,2019-10-14,Product Manager,"Product Manager, Internal Data And Tools",,Internship,Entry level,0,"r, agile/scrum, sql",United States,,,,10,Rhino,Real Estate,201-500 employees
2719038068,2019-10-14,Business Analyst,Senior Business Analyst,Financial Services ),Contract,Mid-Senior level,5,,United States,,,,36,Park Hudson,Staffing & Recruiting,51-200 employees
2708148691,2019-10-14,Software Development Engineer,"Principal Back End Software Development Engineer, Authentication Team",,Full-time,Associate,5,"word, bloomberg, agile, python, scrum, java, aws, apache",United States,,,,,Zillow,Real Estate,"5,001-10,000 employees"
2692701790,2019-10-14,Business Analyst,Business Analyst,,Full-time,Mid-Senior level,3,,New York City Metropolitan Area,,,,30,Lighthouse Professional Services,Staffing & Recruiting,201-500 employees
2671723383,2019-10-14,Senior Analyst,"Senior Analyst, Merchandising Analytics",,Full-time,Associate,4,"python, r, sas, sql, coding",Dallas-Fort Worth Metroplex,,,,48,Neiman Marcus Group,Retail,"10,001+ employees"
2642446614,2019-10-14,Software Engineer,Senior Ruby On Rails Software Engineer,,Full-time,Mid-Senior level,2,"graphql, scrum, redis, saas, cloud, javascript, ruby, agile, programming, postgresql, server","Harrisburg, PA",,,,,Blackbaud,Computer Software,"1,001-5,000 employees"
2731415044,2019-10-14,Solutions Engineer,Solutions Engineer,,Full-time,Associate,5,"cloud, ruby, python, shell, aws, xml, sql, ai, machine_learning",San Francisco Bay Area,101000,105000,yr,16,Informed.IQ,Computer Software,11-50 employees
2678798553,2019-10-15,Software Engineer,Software Engineer,,Full-time,Mid-Senior level,5,"excel, scrum, frontend, javascript, agile, coding, programming, kanban, c","Columbia, MO",,,,5,Jobot,Staffing & Recruiting,201-500 employees
2671793144,2019-10-15,Software Engineer,Software Engineer,,Full-time,Mid-Senior level,3,"iot, ci/cd, golang, java, javascript, agile, python",United States,90000,103000,yr,4,Digi International,Wireless,"501-1,000 employees"
2680396711,2019-10-15,Senior Compensation Consultant,Senior Compensation Consultant,,Full-time,Associate,3,"excel, gdpr, agile","Hartford, CT",,,,1,Pegasystems,Computer Software,"5,001-10,000 employees"
2739253658,2019-10-15,Ux Researcher,Ux Researcher,,Contract,Mid-Senior level,4,excel,"Eugene, OR",,,,,Toptal,Internet,"1,001-5,000 employees"
2533043538,2019-10-15,Software Engineer,Senior Software Engineer,,Full-time,Mid-Senior level,3,"word, javascript, vue.js, node, node.js, frontend, vue, backend, postgresql, go",United States,,,,11,Wisely,Internet,51-200 employees
2702404252,2019-10-15,Developer,Swift Developer,"Full-time, Remote",Contract,Mid-Senior level,5,,"Peoria, AZ",,,,,Toptal,Internet,"1,001-5,000 employees"
2683543509,2019-10-15,Developer,Swift Developer,"Full-time, Remote",Contract,Mid-Senior level,5,,"Arlington, TX",,,,,Toptal,Internet,"1,001-5,000 employees"
2715123039,2019-10-15,Software Developer,Software Developer,,Full-time,Entry level,4,"git, aws, python, programming, ml, snowflake, sql, machine_learning, js",United States,,,,22,Momentum Commerce,Marketing & Advertising,11-50 employees
2631899425,2019-10-15,Business Analyst,Product Business Analyst (Open To Remote,Work from Home),Full-time,Associate,5,"agile, jira, scrum","Chicago, IL",,,,41,"MDLIVE, an Evernorth company",Hospital & Health Care,201-500 employees
2735142439,2019-10-15,Business Analyst,Senior Supply Chain Business Analyst,,Full-time,Mid-Senior level,5,,United States,,,,36,Tekniforce,Staffing & Recruiting,1-10 employees
2658959912,2019-10-15,Data Scientist,Senior Data Scientist,,Full-time,Mid-Senior level,7,"r, github, cloud, aws, nlp, python, tableau, snowflake, sql, docker, bitbucket, azure",Greater Chicago Area,,,,30,Maven Advisors,Management Consulting,11-50 employees
2722895639,2019-10-15,Data Engineer,Full-Stack Engineer: Data Engineering,,Full-time,Associate,4,"cloud, agile, python, node.js, gcp, aws, mysql, ai","Los Angeles, CA",,,,,Mozilla,Computer Software,"501-1,000 employees"
2727657086,2019-10-15,Software Engineer,Software Engineer,,Full-time,Mid-Senior level,8,"database, cloud, java, javascript, mysql, agile, postgresql, sql, nosql, mongodb","Chicago, IL",,,,1,Trimble Inc.,Information Technology & Services,"10,001+ employees"
2723058424,2019-10-15,Machine Learning Engineer,"Staff Machine Learning Engineer, Ml Systems",,Full-time,Mid-Senior level,4,"python, docker, pytorch, spark, java, ml, tensorflow, machine_learning, scala, coding","San Francisco, CA",126000,194000,yr,5,Etsy,Internet,"1,001-5,000 employees"
2739271926,2019-10-16,Data Engineer,Data Engineer,,Full-time,Mid-Senior level,1,"cloud, aws, agile, python, programming, etl, sql","Charleston, SC",,,,2,Morgan 6 LLC,Information Technology & Services,51-200 employees
2732468558,2019-10-16,Machine Learning Engineer,Senior Machine Learning Engineer,Remote,Full-time,Associate,3,"cloud, python, r, java, aws, ml, machine_learning, kotlin","Salt Lake City, UT",,,,,"New Relic, Inc.",Computer Software,"1,001-5,000 employees"
2742230442,2019-10-16,Data Engineer,Gcp Data Engineer,,Full-time,Entry level,0,"airflow, sql, apache, cloud, bigquery, gcp","Dearborn Heights, MI",,,,,Dice,Internet,"1,001-5,000 employees"
2677259959,2019-10-16,Business Analyst,Information Technology Business Analyst,Healthcare focus!,Contract,Mid-Senior level,2,sql,"Virginia, United States",81000,111000,hr,9,TECHEAD,Staffing & Recruiting,51-200 employees
2690054908,2019-10-16,Senior Analyst,Paid Search  Senior Analyst,,Full-time,Associate,5,excel,"Chicago, IL",,,,1,DWA,Marketing & Advertising,51-200 employees
2690033330,2019-10-16,Senior Analyst,Paid Search  Senior Analyst,,Full-time,Associate,2,excel,"Chicago, IL",,,,3,dentsu international,Marketing & Advertising,"10,001+ employees"
2714897531,2019-10-16,Financial Analyst,Senior Financial Analyst,,Full-time,Associate,3,"excel, sap, gdpr, word, agile, powerpoint, powerbi","Bethesda, MD",,,,,Pegasystems,Computer Software,"5,001-10,000 employees"
2709753774,2019-10-16,Data Engineer,Principal Data Engineer,,Full-time,Director,10,"r, scala, saas, java, python, programming, etl, postgresql, paas, snowflake, postgres, c","Los Angeles, CA",,,,,Jobot,Staffing & Recruiting,201-500 employees
2713023026,2019-10-16,Software Engineer,Senior Software Engineer,,Full-time,Mid-Senior level,6,"ci/cd, java, javascript, python, programming, docker","Richmond, VA",102000,132000,yr,3,"Executive Placements, LLC.",Staffing & Recruiting,51-200 employees
2742438716,2019-10-16,Data Scientist,Data Scientist I,,Full-time,Associate,5,"cloud, python, r, perl, java, aws, sql, go, c++","Boston, MA",,,,46,"Coalition, Inc.",Information Technology & Services,201-500 employees
2749912470,2019-10-16,Data Engineer,Senior Data Engineer,,Full-time,Mid-Senior level,8,"database, ruby, agile, python, docker, mongodb, spark, github, warehousing, backend, golang, aws, redshift, etl, snowflake, sql, nosql, go, airflow, postgres",United States,138000,144000,yr,10,CirrusMD Inc.,Hospital & Health Care,51-200 employees
2720271071,2019-10-16,Business Analyst,Information Technology Business Analyst,,Full-time,Associate,3,"word, agile, spreadsheet","Depew, NY",,,,15,Arbor Realty Trust,Commercial Real Estate,201-500 employees
2640314669,2019-10-16,Software Engineer,Software Engineer Ii,NodeJS/TypeScript,Full-time,Mid-Senior level,6,"agile, node, node.js, git, etl, snowflake, sql",United States,,,,8,Allvue Systems,Computer Software,"501-1,000 employees"
2698696643,2019-10-17,Software Engineer,Software Engineer Remote Us,,Full-time,Mid-Senior level,6,"backend, codebase, c++, golang, agile, python, node, go","Boston, MA",,,,,Turn Block Talent,Internet,1-10 employees
2704459758,2019-10-17,Software Engineer,Software Engineer,,Full-time,Entry level,2,postgresql,"Los Angeles, CA",,,,2,Dandy,Internet,11-50 employees
2444808522,2019-10-17,Software Engineer,"Senior Software Engineer, Student Team",,Full-time,Mid-Senior level,6,"ruby, gcp, backend, redis, postgresql, go",United States,,,,16,Handshake,Internet,51-200 employees
2676046616,2019-10-17,Product Manager,Senior Staff Product Manager-Firefox Desktop,,Full-time,Mid-Senior level,7,"c, go","Montgomery, AL",,,,1,Mozilla,Computer Software,"501-1,000 employees"
2692703406,2019-10-17,Data Analyst,Senior Data Analyst,,Contract,Mid-Senior level,3,"tableau, etl, sql",Atlanta Metropolitan Area,,,,23,PINPOINT Resource Group,Staffing & Recruiting,11-50 employees
2670350825,2019-10-17,Data Scientist,Senior Data Scientist,,Full-time,Director,10,"python, machine_learning",United States,167000,211000,yr,6,Harnham,Staffing & Recruiting,51-200 employees
2718720126,2019-10-17,Developer,C++ Developer,,Contract,Mid-Senior level,6,"c++, shell, agile, python, programming, linux","Milwaukee County, WI",,,,6,Global Pharma Tek,Pharmaceuticals,201-500 employees
2704778177,2019-10-17,Business Analyst,Business Analyst (English,Spanish) - Contract - Remote,Contract,Associate,5,ibm,United States,,,,9,Dice,Internet,"1,001-5,000 employees"
2742922521,2019-10-17,Data Analyst,Senior Data Analyst,,Full-time,Associate,3,"database, python, bi, r, looker, warehousing, tableau, sql",United States,,,,10,Gopuff,Internet,"5,001-10,000 employees"
2689140144,2019-10-17,Data Scientist,Data Scientist,"Remote, Full-time",Contract,Mid-Senior level,5,,"Richmond, CA",,,,7,Toptal,Internet,"1,001-5,000 employees"
2696995975,2019-10-17,Software Development Engineer,Software Development Engineer Iv- #: 21-15841,,Full-time,Associate,6,"cloud, python, docker, server, powershell, ibm, devops, github, microsoft, ci/cd, selenium, apache, go, cicd","Alpharetta, GA",,,,1,"TalentBurst, an Inc 5000 company",Staffing & Recruiting,"1,001-5,000 employees"
2592626920,2019-10-17,Operations Analyst,Business Operations Analyst,,Full-time,Associate,4,"excel, microsoft, cloud, saas, aws, redshift, tableau, looker, sql, bi, azure","Nashville, TN",,,,7,HashiCorp,Computer Software,"1,001-5,000 employees"
2739246338,2019-10-18,Ux Researcher,Ux Researcher,,Contract,Mid-Senior level,5,excel,"Simi Valley, CA",,,,,Toptal,Internet,"1,001-5,000 employees"
2689887219,2019-10-18,Data Engineer,Senior Data Engineer,Full-time,Contract,Mid-Senior level,5,"cloud, aws, azure","Sugar Land, TX",,,,1,Toptal,Internet,"1,001-5,000 employees"
2721770561,2019-10-18,Developer,Bi Developer,Data Analyst,Full-time,Associate,3,"database, etl, bi",United States,,,,1,Kandji,Computer Software,51-200 employees
2740166776,2019-10-18,Software Developer,Remote Software Developer,,Full-time,Mid-Senior level,6,word,"Muncie, IN",,,,3,CyberCoders,Staffing & Recruiting,201-500 employees
2586209297,2019-10-18,Developer,Servicenow Developer,Administrator,Full-time,Entry level,1,"javascript, css, html, xml","Cary, NC",,,,14,Xerox,Information Technology & Services,"10,001+ employees"
2732404667,2019-10-18,Software Engineer,"Software Engineer, Visualization",Reporting,Full-time,Entry level,3,"cloud, javascript, ai/ml, linux, git, java, nosql, kotlin",United States,,,,3,Smarsh,Information Technology & Services,"501-1,000 employees"
2710985395,2019-10-18,Compliance Analyst,Senior Sox Compliance Analyst,,Full-time,Associate,3,"word, bloomberg, agile",United States,,,,18,Zillow,Real Estate,"5,001-10,000 employees"
2702400607,2019-10-18,Developer,Swift Developer,"Full-time, Remote",Contract,Mid-Senior level,6,,"North Charleston, SC",,,,,Toptal,Internet,"1,001-5,000 employees"
2688855678,2019-10-18,System Engineer,System Engineer,,Full-time,Mid-Senior level,5,"unix/linux, cloud, server, powershell, microsoft, aws, sharepoint, azure, terminal","Nashville, TN",,,,4,CPI Card Group,Financial Services,"1,001-5,000 employees"
2642013861,2019-10-18,User Experience Researcher,Senior User Experience Researcher,,Full-time,Mid-Senior level,7,"cloud, ai","Columbus, Ohio Metropolitan Area",,,,,Genesys,Computer Software,"1,001-5,000 employees"
2743742820,2019-10-18,Senior Analyst,"Senior Analyst, People Analytics",,Full-time,Associate,3,"tableau, sql, excel",United States,,,,28,Yelp,Internet,"1,001-5,000 employees"
2600751896,2019-10-18,Business Analyst,Business Analyst,Strategy & Analytics,Full-time,Associate,6,"python, bi, r, matlab, qlik, tableau, sql, powerbi","Cleveland, OH",,,,11,Toptal,Internet,"1,001-5,000 employees"
2638350113,2019-10-18,Data Engineer,Data Engineer,,Full-time,Entry level,2,"database, ssis, cloud, coding, sql, server, azure",United States,,,,4,Members 1st Federal Credit Union,Banking,"1,001-5,000 employees"
2702401954,2019-10-18,Developer,Swift Developer,"Full-time, Remote",Contract,Mid-Senior level,3,,"Portland, OR",,,,,Toptal,Internet,"1,001-5,000 employees"
2709265023,2019-10-18,Data Scientist,Data Scientist-Remote,,Full-time,Mid-Senior level,7,"r, python, programming, sql, ai, machine_learning","Denver, CO",,,,7,Jobot,Staffing & Recruiting,201-500 employees
2692448322,2019-10-19,Business Analyst,Business Analyst,,Full-time,Mid-Senior level,4,"cloud, agile","Shreveport, LA",,,,27,Jobot,Staffing & Recruiting,201-500 employees
2671413454,2019-10-19,Software Engineer,Software Engineer,,Full-time,Entry level,2,"microsoft, aws, slack, python, mongodb","Bellevue, WA",,,,39,Rippling,Internet,"501-1,000 employees"
2647552208,2019-10-19,Data Architect,Data Architect,AWS Cloud Technical Lead,Full-time,Mid-Senior level,4,"cloud, agile, python, jira, bi, git, programming, mongodb, devops, spark, ci/cd, aws, sql, nosql, apache, airflow","Ann Arbor, MI",,,,2,Perficient,Information Technology & Services,"1,001-5,000 employees"
2690300175,2019-10-19,Business Analyst,Remote Business Analyst,Provider Enrollment,Full-time,Associate,3,"excel, microsoft, word, power_bi, powerpoint","Houston, TX",,,,18,Radiology Partners,Hospital & Health Care,"5,001-10,000 employees"
2656655040,2019-10-19,Data Engineer,Senior Data Engineer,"Remote, Full-time",Contract,Mid-Senior level,6,"cloud, aws, azure","Glendale, CA",,,,,Toptal,Internet,"1,001-5,000 employees"
2712515031,2019-10-19,Business Analyst,Business Analyst,,Full-time,Associate,4,"agile, server, scrum, c, microsoft, kanban, sharepoint","Washington, DC",,,,3,"Harmonia Holdings Group, LLC",Computer Software,201-500 employees
2539651244,2019-10-19,Software Development Engineer,Senior Lead Software Development Engineer,,Full-time,Mid-Senior level,4,"graphql, database, cloud, python, linux, docker, server, git, iaas, mongodb, oracle, golang, java, shell, mysql, postgresql, sql, nosql, go, unix, coding, paas","Austin, Texas Metropolitan Area",,,,3,Office Depot,Business Supplies & Equipment,"10,001+ employees"
2715040694,2019-10-19,Software Engineer,Software Engineer- Devops,,Full-time,Entry level,2,"graphql, cloud, node, docker, devops, github, backend, ci/cd, redis, java, aws, mysql, excel, swift, coding, mongo","Berkeley, CA",,,,1,Robin Healthcare,Hospital & Health Care,201-500 employees
2686117445,2019-10-19,Software Developer,Software Developer Ii,,Full-time,Mid-Senior level,6,"word, visio, powerpoint, c, microsoft, outlook, vb.net, sql, excel, ssis, coding, ssrs","Cleveland, OH",50000,55000,yr,2,National General Insurance,Insurance,"5,001-10,000 employees"
2675335188,2019-10-19,Software Engineer,Senior Software Engineer,,Full-time,Mid-Senior level,9,"scala, back-end, airflow, redis, scikit-learn, saas, java, aws, redshift, programming, etl, hadoop, nosql, mongodb, pytorch, tensorflow, apache, machine_learning, spark",United States,,,,4,Quest Groups LLC,Staffing & Recruiting,11-50 employees
2571684296,2019-10-19,Product Manager,Cms Product Manager,,Full-time,Associate,4,"excel, database, microsoft, word, ajax, css, javascript, html, coding, xml, visio, jquery, sharepoint","San Ramon, CA",90000,136000,yr,25,Robert Half,Staffing & Recruiting,"10,001+ employees"
2716806570,2019-10-19,Developer,Tss Servicenow Developer Advisor,REMOTE ANYWHERE IN USA OPPORTUNITY - General Dynamics Information Technology,Full-time,Entry level,1,"cloud, ajax, javascript, server","Rensselaer, NY",,,,1,,Staffing & Recruiting,"10,001+ employees"
2690935574,2019-10-19,Data Scientist,Data Scientist,"Remote, Full-time",Contract,Mid-Senior level,9,,"Orlando, FL",,,,,Toptal,Internet,"1,001-5,000 employees"
2653650747,2019-10-20,Software Engineer,Senior Software Engineer,Growth,Full-time,Mid-Senior level,3,"node, docker, frontend, vue, redis, aws, postgres","Bakersfield, CA",,,,,Lob,Computer Software,51-200 employees
2745318936,2019-10-20,Product Analyst,Product Analyst,,Full-time,Associate,4,"r, power_bi, python, tableau, looker, sql, bi","Philadelphia, PA",,,,23,Gopuff,Internet,"5,001-10,000 employees"
2693791710,2019-10-20,Data Engineer,Senior Data Engineer,Full-time,Contract,Mid-Senior level,7,"cloud, aws, azure","Tampa, FL",,,,,Toptal,Internet,"1,001-5,000 employees"
2755255308,2019-10-20,Software Engineer,Senior Software Engineer,,Full-time,Mid-Senior level,6,"cloud, javascript, agile, docker, saas, iaas, java, aws, nlp, sql, nosql, coding","Denver, CO",,,,,Health Fidelity,Information Technology & Services,51-200 employees
2698188284,2019-10-20,Software Development Engineer,"Principal Software Development Engineer In Test, Data Engineering",,Full-time,Mid-Senior level,6,"cloud, python, programming, no-sql, sql, docker, mongodb, postgres, go","San Diego, CA",,,,,Netskope,Computer Software,"1,001-5,000 employees"
2690945006,2019-10-20,Data Engineer,Senior Data Engineer,Full-time,Contract,Mid-Senior level,8,"cloud, aws, azure","Phoenix, AR",,,,,Toptal,Internet,"1,001-5,000 employees"
2694551504,2019-10-20,Software Engineer,"Internal Software Engineer, Bp&T",,Full-time,Internship,0,"graphql, javascript, python, php",United States,,,,2,Facebook,Internet,"10,001+ employees"
2684207826,2019-10-20,Software Engineer,Principal Software Engineer,"Big Data, Java, Hadoop",Full-time,Mid-Senior level,2,"linux/unix, scala, git, java, agile, hadoop, docker, spark","Redwood City, CA",,,,,PubMatic,Internet,"501-1,000 employees"
2665868475,2019-10-20,User Experience Researcher,Senior User Experience Researcher,Remote,Full-time,Mid-Senior level,5,,"Phoenix, AZ",,,,,Edward Jones,Financial Services,"10,001+ employees"
2711798189,2019-10-20,Software Developer,"Software Developer, Mid",,Full-time,Entry level,3,"pl/sql, css, javascript, agile, coding, php","Dahlgren, VA",,,,,Booz Allen Hamilton,Information Technology & Services,"10,001+ employees"
2714060097,2019-10-20,Product Manager,Lead Product Manager,Real-Time,Full-time,Associate,3,"cloud, agile, saas, paas","New York, NY",,,,,LiveRamp,Marketing & Advertising,"501-1,000 employees"
2702403255,2019-10-20,Developer,Swift Developer,"Full-time, Remote",Contract,Mid-Senior level,7,,"Visalia, CA",,,,,Toptal,Internet,"1,001-5,000 employees"
2721275849,2019-10-20,Business Intelligence Analyst,Staff Business Intelligence Analyst,,Full-time,Mid-Senior level,6,"python, bi, r, looker, c, sql, machine_learning","Pennsylvania, United States",,,,12,Mozilla,Computer Software,"501-1,000 employees"
2719464853,2019-10-20,Analytics Engineer,"Senior Analytics Engineer, Product",,Full-time,Mid-Senior level,4,"database, cloud, gitlab, agile, dataops, devops, snowflake, sql","Tucson, AZ",,,,,GitLab,Information Technology & Services,"1,001-5,000 employees"
2715141035,2019-10-20,Software Engineer,Open Source Software Engineer,C and PHP Agents Team (Remote),Full-time,Entry level,2,"php, c, go, coding","Portland, OR",,,,,"New Relic, Inc.",Computer Software,"1,001-5,000 employees"
2699698713,2019-10-21,Software Engineer,Full Stack Software Engineer,Care Delivery - Remote,Full-time,Entry level,3,"backend, javascript, mysql, postgres","New York, NY",,,,12,AbleTo Inc.,Mental Health Care,201-500 employees
2718767780,2019-10-21,Data Scientist,Data Scientist,,Full-time,Mid-Senior level,4,"numpy, database, plotly, python, pytorch, r, git, programming, matplotlib, pandas, keras, tensorflow, ai, machine_learning, go, scikit-learn","Glendale, CA",,,,3,Beyond Limits,,
2676094862,2019-10-21,Operations Manager,B2B Marketing Operations Manager,,Full-time,Mid-Senior level,3,looker,United States,,,,5,Wonolo,Internet,51-200 employees
2693791543,2019-10-21,Data Engineer,Senior Data Engineer,Full-time,Contract,Mid-Senior level,3,"cloud, aws, azure","Provo, UT",,,,,Toptal,Internet,"1,001-5,000 employees"
2732769212,2019-10-21,Software Engineer,Mediamanager Software Engineer,,Full-time,Associate,3,"javascript, agile, jira, html5, git, css, aws, sql, nosql, coding",United States,,,,14,Inmar Intelligence,Information Technology & Services,"1,001-5,000 employees"
2727279449,2019-10-21,Business System Analyst,Business System Analyst,Remote - Must live in FL,Full-time,Associate,3,"database, visio, server, programming, microsoft, sql","Tampa, FL",,,,2,GTE Financial,Financial Services,"501-1,000 employees"
2699669638,2019-10-21,Systems Analyst,Business Systems Analyst,,Full-time,Associate,3,programming,United States,,,,50,HubSpot,Internet,"1,001-5,000 employees"
2706533189,2019-10-21,Product Analyst,Senior Product Analyst,,Full-time,Associate,5,"python, r, powerpoint, programming, matlab, microsoft, sas, sql, machine_learning, excel","San Carlos, CA",,,,11,Oportun,Financial Services,"1,001-5,000 employees"
2691146106,2019-10-21,Quality Assurance Analyst,Quality Assurance Analyst,,Contract,Associate,5,"cloud, aws, agile, jira, sql, azure","Conshohocken, PA",65000,101000,hr,25,IntePros Consulting,Information Technology & Services,201-500 employees
2741580147,2019-10-21,Software Development Engineer,Senior Software Development Engineer In Test,,Full-time,Mid-Senior level,6,"cloud, agile, python, frontend, ios, programming, devops, c, iot, backend, microsoft, ci/cd, selenium, azure, swift",United States,,,,1,"iHerb, LLC",Retail,"1,001-5,000 employees"
2743446956,2019-10-21,Ux Researcher,Ux Researcher,,Contract,Mid-Senior level,6,excel,"Round Rock, TX",,,,,Toptal,Internet,"1,001-5,000 employees"
2748700905,2019-10-21,Analytics Engineer,Senior Analytics Engineer,,Full-time,Mid-Senior level,5,"r, back-end, database, aws, html, python, bigquery, postgresql, jira, ml, sql, apache, bi, machine_learning",New York City Metropolitan Area,,,,1,The Crypto Recruiters,Staffing & Recruiting,1-10 employees
2749910036,2019-10-21,Software Engineer,Full-Stack Software Engineer,SaaS ScaleUp - Remote,Full-time,Entry level,3,"saas, ruby","Columbus, OH",,,,,DL Remote,Internet,1-10 employees
2680657827,2019-10-21,Data Engineer,Senior Data Engineer,,Full-time,Mid-Senior level,2,"data_lake, warehousing, cloud, gcp, aws, python, redshift, etl, bigquery, snowflake, sql, bi, server, machine_learning, azure, spark",United States,,,,15,Sud Recruiting,Staffing & Recruiting,1-10 employees
2681314418,2019-10-22,Software Engineer,Software Engineer,,Full-time,Mid-Senior level,1,"cloud, ai/ml, python, linux, hadoop, docker, saas, programming, spark, java, sql, ai, unix, coding","Santa Cruz, CA",,,,5,Jobot,Staffing & Recruiting,201-500 employees
2681360925,2019-10-22,Software Engineer,"Senior Software Engineer, Frontend",,Full-time,Mid-Senior level,7,"javascript, frontend","Salt Lake City, UT",,,,,Affirm,Financial Services,"1,001-5,000 employees"
2738363423,2019-10-22,Ux Researcher,Ux Researcher,,Contract,Mid-Senior level,3,excel,"Albuquerque, NM",,,,,Toptal,Internet,"1,001-5,000 employees"
2657070654,2019-10-22,Developer,Swift Developer,"Full-time, Remote",Contract,Mid-Senior level,6,,"Minneapolis–Saint Paul, MN",,,,,Toptal,Internet,"1,001-5,000 employees"
2696124805,2019-10-22,Data Engineer,Data Engineer,,Full-time,Mid-Senior level,10,"numpy, warehousing, database, pandas, aws, mysql, redshift, python, programming, etl, no-sql, snowflake, sql","Littleton, CO",,,,,Recruiting from Scratch,Staffing & Recruiting,1-10 employees
2734080911,2019-10-22,Software Engineer,Senior Software Engineer,,Full-time,Associate,3,"agile, linux, docker, git, scrum, saas, json, devops, java, aws, sql, nosql",United States,,,,,Emburse,Computer Software,"501-1,000 employees"
2688437682,2019-10-22,Business Analyst,Remote Business Analyst,,Contract,Mid-Senior level,5,"scrum, scrum/agile, agile, slack, jira",United States,115000,121000,hr,18,Insight Global,Staffing & Recruiting,"1,001-5,000 employees"
2683544014,2019-10-22,Software Engineer,"Engineer, Software Engineering Sap Sd/Le",,Full-time,Associate,4,"sap, database, programming","Tennessee, United States",,,,3,Cardinal Health,Hospital & Health Care,"10,001+ employees"
2676923141,2019-10-22,Product Manager,Senior Product Manager,Cloud Infrastructure,Full-time,Mid-Senior level,7,"oracle, database, ci/cd, cloud, saas, iaas, gcp, aws, paas, docker, mongodb, devops, azure","Dallas, TX",,,,,Couchbase,Computer Software,"501-1,000 employees"
2678746690,2019-10-22,Software Engineer,Software Engineer,,Full-time,Entry level,2,"scrum, ci/cd, ios, swift, coding, server","Eden Prairie, MN",,,,2,Horizontal Talent,Staffing & Recruiting,201-500 employees
2738939382,2019-10-22,Systems Analyst,Seniorbusiness Systems Analyst,,Full-time,Mid-Senior level,3,"excel, visual_basic, microsoft, java, html, programming, xml, sql, server","San Diego, CA",,,,24,Cypress HCM,Staffing & Recruiting,51-200 employees
2719344729,2019-10-22,Software Engineer,Software Engineer Fullstack,,Full-time,Entry level,3,"backend, frontend, ci/cd, saas, golang, java, css, javascript, fullstack, html, programming, docker","Seattle, WA",,,,1,"Docker, Inc",Information Technology & Services,51-200 employees
2748514071,2019-10-22,Software Engineer,"Senior Software Engineer, Framework Data",Backend,Full-time,Associate,4,"java, mysql, spark",United States,,,,1,HubSpot,Internet,"1,001-5,000 employees"
2739261081,2019-10-23,Ux Researcher,Ux Researcher,,Contract,Mid-Senior level,3,excel,"Austin, TX",,,,,Toptal,Internet,"1,001-5,000 employees"
2716942902,2019-10-23,User Experience Researcher,User Experience Researcher,,Full-time,Associate,4,,United States,,,,3,AllTrails,Internet,51-200 employees
2727443791,2019-10-23,Financial Analyst,"Senior Financial Analyst, Technology",,Full-time,Associate,3,spreadsheet,United States,,,,18,Stitch Fix,Apparel & Fashion,"5,001-10,000 employees"
2716069210,2019-10-23,Financial Analyst,Senior Financial Analyst,,Full-time,Associate,4,,United States,49000,68000,yr,,Clarity Recruitment,Staffing & Recruiting,11-50 employees
2596714273,2019-10-23,Software Engineer,Software Engineer,Big Data,Full-time,Entry level,1,"scala, database, ios, ml, machine_learning, spark","Boston, MA",,,,6,ZipRecruiter,Internet,"1,001-5,000 employees"
